Time,Open,High,Low,Last,Change,Volume
10/25/17,1.17597,1.18175,1.17529,1.18122,0.0051599999999998,311422
10/24/17,1.17483,1.17919,1.17425,1.17606,0.0012100000000002,251295
10/23/17,1.17591,1.17773,1.17264,1.17485,-0.0035000000000001,222396
10/20/17,1.185,1.18578,1.17624,1.17835,-0.00674,298676
10/19/17,1.17877,1.18577,1.17704,1.18509,0.0064500000000001,302541
10/18/17,1.1765,1.18052,1.17304,1.17864,0.0020399999999998,244139
10/17/17,1.1796,1.17996,1.17369,1.1766,-0.0029999999999999,222586
10/16/17,1.18108,1.18192,1.17803,1.1796,-0.0021500000000001,214455
10/13/17,1.18296,1.18745,1.18051,1.18175,-0.0011699999999999,280619
10/12/17,1.18577,1.18796,1.18276,1.18292,-0.0028600000000001,237196
10/11/17,1.1807,1.1869,1.17951,1.18578,0.0050600000000001,271975
10/10/17,1.1739,1.18211,1.1739,1.18072,0.0067900000000001,273320
10/09/17,1.1734,1.17557,1.17195,1.17393,0.0012399999999999,150998
10/06/17,1.1714,1.1738,1.16718,1.17269,0.0016499999999999,325515
10/05/17,1.1758,1.17788,1.1699,1.17104,-0.00481,221062
10/04/17,1.1743,1.17872,1.17351,1.17585,0.0016100000000001,203251
10/03/17,1.17303,1.17728,1.16963,1.17424,0.00092999999999988,215508
10/02/17,1.17883,1.18147,1.173,1.17331,-0.0079199999999999,243174
09/29/17,1.1785,1.18322,1.1766,1.18123,0.00271,254944
09/28/17,1.1746,1.18034,1.17211,1.17852,0.00406,279061
09/27/17,1.1792,1.1795,1.1717,1.17446,-0.0047599999999999,297632
09/26/17,1.18468,1.18614,1.17577,1.17922,-0.0056,280209
09/25/17,1.19026,1.19363,1.18324,1.18482,-0.0098499999999999,280965
09/22/17,1.1941,1.20041,1.19368,1.19467,0.00058999999999987,265651
09/21/17,1.18909,1.19534,1.18656,1.19408,0.00505,288281
09/20/17,1.19922,1.20303,1.18613,1.18903,-0.01033,306469
09/19/17,1.19546,1.20064,1.1949,1.19936,0.0042,282938
09/18/17,1.19303,1.19691,1.19151,1.19516,0.00089000000000006,242377
09/15/17,1.1919,1.19867,1.1901,1.19427,0.00248,294818
09/14/17,1.1884,1.19218,1.18442,1.19179,0.0032999999999999,323843
09/13/17,1.19661,1.19946,1.1873,1.18849,-0.0081199999999999,295160
09/12/17,1.19513,1.19778,1.19262,1.19661,0.0014699999999999,255149
09/11/17,1.20109,1.20295,1.19476,1.19514,-0.0082599999999999,255152
09/08/17,1.20217,1.20921,1.20174,1.2034,0.0012400000000001,358840
09/07/17,1.19168,1.20549,1.19138,1.20216,0.01053,368990
09/06/17,1.1909,1.19496,1.19028,1.19163,0.00051000000000001,301051
09/05/17,1.18918,1.19384,1.18688,1.19112,0.0018799999999999,316769
09/04/17,1.18802,1.19218,1.18735,1.18924,0.00363,223679
09/01/17,1.1906,1.19748,1.18524,1.18561,-0.00508,332953
08/31/17,1.18836,1.19118,1.18226,1.19069,0.0023900000000001,323885
08/30/17,1.19721,1.1984,1.18803,1.1883,-0.00888,313482
08/29/17,1.1977,1.20699,1.19465,1.19718,-0.0006400000000002,375786
08/28/17,1.19472,1.19835,1.19167,1.19782,0.0057900000000002,219631
08/25/17,1.17991,1.194,1.17731,1.19203,0.01211,300398
08/24/17,1.18067,1.18176,1.17835,1.17992,-0.00068999999999986,230804
08/23/17,1.17601,1.1823,1.17414,1.18061,0.0045299999999999,255577
08/22/17,1.18146,1.18242,1.17447,1.17608,-0.00536,232822
08/21/17,1.17584,1.18278,1.17312,1.18144,0.00573,218508
08/18/17,1.17215,1.17729,1.17082,1.17571,0.0034700000000001,308378
08/17/17,1.1766,1.17898,1.16628,1.17224,-0.00437,319511
08/16/17,1.17334,1.17779,1.16819,1.17661,0.00319,300768
08/15/17,1.1779,1.17925,1.16873,1.17342,-0.0044500000000001,281716
08/14/17,1.18177,1.18383,1.17714,1.17787,-0.0039500000000001,221900
08/11/17,1.1771,1.18445,1.17486,1.18182,0.0047400000000002,282173
08/10/17,1.1757,1.17846,1.17036,1.17708,0.00125,292168
08/09/17,1.175,1.17637,1.16889,1.17583,0.00090999999999997,300480
08/08/17,1.1794,1.18236,1.1717,1.17492,-0.0045500000000001,245443
08/07/17,1.17701,1.18135,1.17701,1.17947,0.0022900000000001,191896
08/04/17,1.18692,1.18885,1.17324,1.17718,-0.0096500000000002,292815
08/03/17,1.18556,1.1893,1.18304,1.18683,0.0013100000000001,242910
08/02/17,1.18003,1.19056,1.17937,1.18552,0.00539,289306
08/01/17,1.18408,1.1844,1.17878,1.18013,-0.0039600000000002,307921
07/31/17,1.17443,1.18452,1.17228,1.18409,0.0095500000000002,285038
07/28/17,1.16748,1.17637,1.16711,1.17454,0.0069999999999999,334763
07/27/17,1.17324,1.17764,1.16498,1.16754,-0.00573,356173
07/26/17,1.1646,1.17395,1.16127,1.17327,0.00865,329763
07/25/17,1.164,1.17118,1.16307,1.16462,0.00056999999999996,302526
07/24/17,1.16622,1.16839,1.16277,1.16405,-0.00231,241934
07/21/17,1.16287,1.16825,1.1619,1.16636,0.00349,269428
07/20/17,1.15147,1.16514,1.14793,1.16287,0.01142,386870
07/19/17,1.1554,1.1556,1.15115,1.15145,-0.0038899999999999,235915
07/18/17,1.14781,1.15829,1.14716,1.15534,0.0075400000000001,317276
07/17/17,1.14698,1.14869,1.14349,1.1478,0.00095000000000001,211540
07/14/17,1.1397,1.14717,1.13913,1.14685,0.0071399999999999,255396
07/13/17,1.1411,1.14558,1.13704,1.13971,-0.00146,268048
07/12/17,1.1467,1.14893,1.13916,1.14117,-0.00545,330594
07/11/17,1.13994,1.14795,1.13826,1.14662,0.00674,231803
07/10/17,1.13951,1.1418,1.13814,1.13988,0.00022999999999995,192977
07/07/17,1.14223,1.14389,1.13797,1.13965,-0.0025999999999999,269668
07/06/17,1.13504,1.14248,1.13295,1.14225,0.00718,257025
07/05/17,1.13401,1.13683,1.13123,1.13507,0.00095000000000001,257493
07/04/17,1.13636,1.13768,1.13363,1.13412,-0.0022599999999999,199054
07/03/17,1.14175,1.14266,1.13548,1.13638,-0.0061800000000001,217779
06/30/17,1.1441,1.1445,1.13919,1.14256,-0.0014099999999999,280632
06/29/17,1.13774,1.14452,1.13729,1.14397,0.0063799999999998,309621
06/28/17,1.1338,1.13888,1.12944,1.13759,0.0038900000000002,368771
06/27/17,1.1181,1.13491,1.11787,1.1337,0.01561,282136
06/26/17,1.11962,1.12197,1.11715,1.11809,-0.00122,211613
06/23/17,1.1151,1.12089,1.11451,1.11931,0.0041900000000001,177631
06/22/17,1.11676,1.11781,1.11392,1.11512,-0.0016200000000002,180001
06/21/17,1.1133,1.11688,1.11274,1.11674,0.0034000000000001,214104
06/20/17,1.11485,1.11648,1.11189,1.11334,-0.00146,237105
06/19/17,1.12012,1.12125,1.11432,1.1148,-0.00488,204868
06/16/17,1.11436,1.12013,1.11384,1.11968,0.00528,226311
06/15/17,1.12173,1.12285,1.11324,1.1144,-0.0073099999999999,290814
06/14/17,1.12084,1.12941,1.11932,1.12171,0.00076000000000009,356137
06/13/17,1.1202,1.12245,1.11846,1.12095,0.00075999999999987,197183
06/12/17,1.12001,1.12319,1.11919,1.12019,0.00078,208802
06/09/17,1.12064,1.12365,1.11663,1.11941,-0.0012799999999999,283861
06/08/17,1.12542,1.12689,1.11957,1.12069,-0.00478,313378
06/07/17,1.12752,1.12816,1.12032,1.12547,-0.00217,270462
06/06/17,1.12539,1.12835,1.12403,1.12764,0.0022599999999999,221259
06/05/17,1.12731,1.12833,1.12342,1.12538,-0.0021,174564
06/02/17,1.1211,1.12847,1.12043,1.12748,0.0064600000000001,233621
06/01/17,1.12453,1.12565,1.12021,1.12102,-0.00329,230938
05/31/17,1.11835,1.12519,1.11639,1.12431,0.00586,277232
05/30/17,1.1161,1.12046,1.11096,1.11845,0.0021799999999998,250883
05/29/17,1.11658,1.11897,1.11616,1.11627,-0.0015799999999999,129409
05/26/17,1.121,1.12343,1.11605,1.11785,-0.00315,236204
05/25/17,1.1218,1.12498,1.11932,1.121,-0.00079999999999991,226470
05/24/17,1.1182,1.12198,1.11684,1.1218,0.0036099999999999,282163
05/23/17,1.1237,1.12671,1.11749,1.11819,-0.00545,178829
05/22/17,1.12037,1.12633,1.11611,1.12364,0.00301,147048
05/19/17,1.1102,1.12116,1.10968,1.12063,0.01045,143935
05/18/17,1.11576,1.11717,1.1077,1.11018,-0.0056500000000002,191109
05/17/17,1.10822,1.11619,1.10803,1.11583,0.0076400000000001,154001
05/16/17,1.0974,1.1097,1.09735,1.10819,0.01076,143315
05/15/17,1.09285,1.09892,1.09225,1.09743,0.0043899999999999,117518
05/12/17,1.08607,1.09332,1.08558,1.09304,0.0069699999999999,123990
05/11/17,1.08666,1.08928,1.08391,1.08607,-0.00063999999999997,124935
05/10/17,1.0873,1.0898,1.08532,1.08671,-0.00056999999999996,139103
05/09/17,1.09239,1.09332,1.08631,1.08728,-0.0050699999999999,145440
05/08/17,1.10182,1.10215,1.09173,1.09235,-0.00732,148588
05/05/17,1.0983,1.09992,1.09507,1.09967,0.0012799999999999,144278
05/04/17,1.08843,1.0987,1.08749,1.09839,0.0099199999999999,154863
05/03/17,1.09284,1.09367,1.08825,1.08847,-0.0044,126219
05/02/17,1.08965,1.09329,1.08882,1.09287,0.0031600000000001,115561
05/01/17,1.09087,1.09237,1.08842,1.08971,0.00038000000000005,64406
04/28/17,1.08714,1.09472,1.0857,1.08933,0.0021899999999999,143777
04/27/17,1.0903,1.09325,1.08515,1.08714,-0.00322,150725
04/26/17,1.09319,1.09506,1.08572,1.09036,-0.0025200000000001,157475
04/25/17,1.08663,1.09497,1.08513,1.09288,0.00621,133396
04/24/17,1.09043,1.09315,1.08207,1.08667,0.01446,177814
04/21/17,1.07158,1.07376,1.06823,1.07221,0.00056000000000012,122128
04/20/17,1.07091,1.07772,1.07088,1.07165,0.00062999999999991,117030
04/19/17,1.07305,1.07361,1.06997,1.07102,-0.0019899999999999,113094
04/18/17,1.06401,1.07357,1.06372,1.07301,0.00878,134193
04/17/17,1.06139,1.06701,1.06027,1.06423,0.00325,70680
04/14/17,1.06126,1.06281,1.0609,1.06098,-0.00026999999999999,31785
04/13/17,1.06638,1.06775,1.06094,1.06125,-0.00508,122708
04/12/17,1.06045,1.06748,1.05888,1.06633,0.00593,119757
04/11/17,1.05941,1.06297,1.05785,1.0604,0.0009300000000001,99598
04/10/17,1.05817,1.06064,1.05697,1.05947,0.00066999999999995,100576
04/07/17,1.0644,1.06642,1.05807,1.0588,-0.0055800000000001,138771
04/06/17,1.0663,1.06838,1.0629,1.06438,-0.0018999999999998,117690
04/05/17,1.06719,1.0689,1.06351,1.06628,-0.00094000000000016,117652
04/04/17,1.06684,1.06771,1.06355,1.06722,0.00036999999999998,98208
04/03/17,1.06616,1.06808,1.06426,1.06685,0.0015400000000001,98785
03/31/17,1.0675,1.07014,1.06515,1.06531,-0.0021200000000001,128630
03/30/17,1.0765,1.07692,1.06718,1.06743,-0.0091299999999999,124899
03/29/17,1.0811,1.08263,1.07398,1.07656,-0.0045999999999999,133460
03/28/17,1.0864,1.08723,1.07988,1.08116,-0.00522,115198
03/27/17,1.08348,1.0905,1.08274,1.08638,0.0067999999999999,121451
03/24/17,1.0782,1.08177,1.07602,1.07958,0.00132,129549
03/23/17,1.07932,1.08047,1.0768,1.07826,-0.00115,130350
03/22/17,1.08094,1.08238,1.07756,1.07941,-0.0015499999999999,126638
03/21/17,1.07384,1.0819,1.07191,1.08096,0.00698,137428
03/20/17,1.07314,1.0777,1.0725,1.07398,0.00024000000000002,104441
03/17/17,1.0763,1.07822,1.07274,1.07374,-0.0027200000000001,133904
03/16/17,1.07331,1.077,1.07057,1.07646,0.00309,159038
03/15/17,1.06035,1.07398,1.06032,1.07337,0.01299,145197
03/14/17,1.06524,1.06623,1.06005,1.06038,-0.0049199999999998,123756
03/13/17,1.06835,1.07142,1.0652,1.0653,-0.0016900000000002,136669
03/10/17,1.05756,1.0699,1.0572,1.06699,0.0093800000000002,156804
03/09/17,1.05382,1.06149,1.05249,1.05761,0.0036799999999999,169908
03/08/17,1.0566,1.05738,1.05351,1.05393,-0.00265,123376
03/07/17,1.0581,1.06023,1.0558,1.05658,-0.00146,112861
03/06/17,1.06023,1.06396,1.05746,1.05804,-0.00403,127856
03/03/17,1.0504,1.06236,1.05019,1.06207,0.01149,150974
03/02/17,1.05476,1.05508,1.04948,1.05058,-0.0040499999999999,132259
03/01/17,1.05753,1.05879,1.05145,1.05463,-0.0029300000000001,167108
02/28/17,1.05861,1.06299,1.05708,1.05756,-0.00095999999999985,142582
02/27/17,1.05676,1.06297,1.05515,1.05852,0.0025299999999999,133130
02/24/17,1.05816,1.06176,1.05566,1.05599,-0.0019500000000001,136513
02/23/17,1.0554,1.05948,1.05374,1.05794,0.0025300000000001,140323
02/22/17,1.0536,1.05736,1.04934,1.05541,0.0018499999999999,156757
02/21/17,1.06102,1.0615,1.05257,1.05356,-0.0075499999999999,126044
02/20/17,1.06088,1.06326,1.06031,1.06111,-0.00021000000000004,104421
